1432;1850 arena, 10500 Honor Points
1435;2000 arena, 14000 Honor Points
1442;151189 Honor Points
1452;10400 Justice Points
1454;15600 Justice Points
1468;167856 Honor Points
1474;1 Gloves of the Forgotten Protector (id=31094)
1476;1 Helm of the Forgotten Protector (id=31095)
1478;1 Chestguard of the Forgotten Protector (id=31091)
1480;1 Leggings of the Forgotten Protector (id=31100)
1482;1 Pauldrons of the Forgotten Protector (id=31103)
1485;1 Gloves of the Forgotten Conqueror (id=31092)
1488;1 Helm of the Forgotten Conqueror (id=31097)
1491;1 Chestguard of the Forgotten Conqueror (id=31089)
1494;1 Leggings of the Forgotten Conqueror (id=31098)
1497;1 Pauldrons of the Forgotten Conqueror (id=31101)
1520;1 Gloves of the Forgotten Vanquisher (id=31093)
1521;1 Helm of the Forgotten Vanquisher (id=31096)
1522;1 Chestguard of the Forgotten Vanquisher (id=31090)
1523;1 Leggings of the Forgotten Vanquisher (id=31099)
1524;1 Pauldrons of the Forgotten Vanquisher (id=31102)
1564;100 Honor Points
1565;83 Honor Points
1642;7800 Justice Points
1645;1 Silken Thread (id=4291)
1646;100 Halaa Battle Token (id=26045), 20 Halaa Research Token (id=26044)
1647;70 Halaa Battle Token (id=26045), 15 Halaa Research Token (id=26044)
1648;3900 Honor Points
1649;3900 Honor Points
1652;3900 Honor Points
1653;200 Honor Points
1664;35000 Honor Points
1670;1850 arena, 24500 Honor Points
1757;1850 arena, 24500 Honor Points
1758;9500 Honor Points
1765;2 Halaa Research Token (id=26044)
1909;5200 Justice Points
1910;35 Apexis Shard (id=32569)
1911;14000 Honor Points
1923;14000 Honor Points
1935;9000 Honor Points
1948;3 Apexis Shard (id=32569)
1949;2 Apexis Shard (id=32569)
1950;4 Apexis Crystal (id=32572), 100 Apexis Shard (id=32569)
1952;1 Apexis Crystal (id=32572), 50 Apexis Shard (id=32569)
1958;10 Apexis Shard (id=32569)
1959;1 Mark of the Illidari (id=32897)
1963;1 Coilfang Armaments (id=24368)
1973;40 Apexis Shard (id=32569)
1979;160 Apexis Shard (id=32569)
1981;4 Apexis Crystal (id=32572)
1985;3 Apexis Crystal (id=32572)
1992;2 Spirit Shard (id=28558)
1994;10 Glowcap (id=24245)
2028;7500 Honor Points
2049;39000 Justice Points
2059;31200 Justice Points
2060;18200 Justice Points
2236;4 Halaa Research Token (id=26044)
2237;478570 Honor Points
2238;439285 Honor Points
2239;322618 Honor Points
2240;157618 Honor Points
2241;152976 Honor Points
2242;255952 Honor Points
2248;202900 Honor Points
2249;228570 Honor Points
2250;228570 Honor Points
2251;139285 Honor Points
2252;169642 Honor Points
2253;5000 Honor Points
2254;339285 Honor Points
2255;222618 Honor Points
2256;661904 Honor Points
2257;29000 Honor Points
2258;358928 Honor Points
2259;258928 Honor Points
2260;222618 Honor Points
2261;155952 Honor Points
2262;358928 Honor Points
2263;242261 Honor Points
2264;358928 Honor Points
2265;242261 Honor Points
2266;222618 Honor Points
2267;155952 Honor Points
2268;222618 Honor Points
2269;7500 Honor Points
2270;445237 Honor Points
2271;295237 Honor Points
2272;50 Apexis Shard (id=32569)
2273;600 Brewfest Prize Token (id=37829)
2274;50 Brewfest Prize Token (id=37829)
2275;100 Brewfest Prize Token (id=37829)
2276;200 Brewfest Prize Token (id=37829)
2277;205900 Honor Points
2278;222618 Honor Points
2279;258928 Honor Points
2280;258928 Honor Points
2281;258928 Honor Points
2282;1850 arena, 320625 Honor Points
2283;10500 Honor Points
2284;24500 Honor Points
2285;17500 Honor Points
2286;96187 Honor Points
2287;24500 Honor Points
2288;14000 Honor Points
2289;528570 Honor Points
2290;339285 Honor Points
2291;18500 Honor Points
2292;1 Felfury Legplates (id=34180), 1 Sunmote (id=34664)
2293;1 Legplates of the Holy Juggernaut (id=34167), 1 Sunmote (id=34664)
2294;1 Chain Links of the Tumultuous Storm (id=34186), 1 Sunmote (id=34664)
2295;1 Breeches of Natural Aggression (id=34169), 1 Sunmote (id=34664)
2296;1 Leggings of the Immortal Night (id=34188), 1 Sunmote (id=34664)
2297;1 Pantaloons of Calming Strife (id=34170), 1 Sunmote (id=34664)
2298;1 Pauldrons of Perseverance (id=34192), 1 Sunmote (id=34664)
2299;1 Spaulders of the Thalassian Savior (id=34193), 1 Sunmote (id=34664)
2300;1 Equilibrium Epaulets (id=34208), 1 Sunmote (id=34664)
2301;1 Spaulders of Reclamation (id=34209), 1 Sunmote (id=34664)
2302;1 Shoulderpads of Vehemence (id=34195), 1 Sunmote (id=34664)
2303;1 Shawl of Wonderment (id=34202), 1 Sunmote (id=34664)
2304;1 Warharness of Reckless Fury (id=34215), 1 Sunmote (id=34664)
2305;1 Heroic Judicator's Chestguard (id=34216), 1 Sunmote (id=34664)
2306;1 Garments of Serene Shores (id=34229), 1 Sunmote (id=34664)
2307;1 Harness of Carnal Instinct (id=34211), 1 Sunmote (id=34664)
2308;1 Sunglow Vest (id=34212), 1 Sunmote (id=34664)
2309;1 Robes of Faltered Light (id=34233), 1 Sunmote (id=34664)
2310;1 Crown of Anasterian (id=34345), 1 Sunmote (id=34664)
2311;1 Helm of Burning Righteousness (id=34243), 1 Sunmote (id=34664)
2312;1 Cowl of Gul'dan (id=34332), 1 Sunmote (id=34664)
2313;1 Cover of Ursol the Wise (id=34245), 1 Sunmote (id=34664)
2314;1 Duplicitous Guise (id=34244), 1 Sunmote (id=34664)
2315;1 Cowl of Light's Purity (id=34339), 1 Sunmote (id=34664)
2316;1 Handguards of the Dawn (id=34342), 1 Sunmote (id=34664)
2317;1 Tranquil Majesty Wraps (id=34351), 1 Sunmote (id=34664)
2318;1 Shadowed Gauntlets of Paroxysm (id=34234), 1 Sunmote (id=34664)
2319;1 Gauntlets of the Ancient Shadowmoon (id=34350), 1 Sunmote (id=34664)
2320;1 Bracers of the Forgotten Conqueror (id=34848)
2321;1 Bracers of the Forgotten Vanquisher (id=34852)
2322;1 Belt of the Forgotten Protector (id=34854)
2323;1 Bracers of the Forgotten Protector (id=34851)
2324;1 Belt of the Forgotten Conqueror (id=34853)
2325;1 Belt of the Forgotten Vanquisher (id=34855)
2326;1 Boots of the Forgotten Conqueror (id=34856)
2327;1 Boots of the Forgotten Vanquisher (id=34858)
2328;1 Boots of the Forgotten Protector (id=34857)
2329;78000 Justice Points
2330;65000 Justice Points
2331;54600 Justice Points
2332;23400 Justice Points
2333;52000 Justice Points
2334;1650 arena, 160312 Honor Points
2335;1550 arena, 96187 Honor Points
2336;1750 arena, 160312 Honor Points
2337;1600 arena, 160312 Honor Points
2338;1750 arena, 96187 Honor Points
2339;1750 arena, 85500 Honor Points
2340;1700 arena, 183825 Honor Points
2341;1700 arena, 94905 Honor Points
2342;14000 Honor Points
2343;57712 Honor Points
2344;1700 arena, 134662 Honor Points
2345;1700 arena, 57712 Honor Points
2346;1700 arena, 96187 Honor Points
2347;20800 Justice Points
2348;2 Burning Blossom (id=23247)
2349;5 Burning Blossom (id=23247)
2350;20 Burning Blossom (id=23247)
2351;100 Burning Blossom (id=23247)
2352;200 Burning Blossom (id=23247)
2353;350 Burning Blossom (id=23247)
2354;16 Honor Points
2355;1 Borean Leather (id=33568)
2356;1750 arena, 55575 Honor Points
2357;55575 Honor Points
2358;1850 arena, 111492 Honor Points
2359;2200 arena, 128250 Honor Points
2360;2050 arena, 320625 Honor Points
2361;2050 arena, 269325 Honor Points
2362;2050 arena, 224437 Honor Points
2363;2050 arena, 96187 Honor Points
2364;2050 arena, 160312 Honor Points
2365;1700 arena, 160312 Honor Points
2366;1550 arena, 160312 Honor Points
2367;1800 arena, 192375 Honor Points
2368;1800 arena, 94905 Honor Points
2369;1800 arena, 134662 Honor Points
2370;1800 arena, 134662 Honor Points
2371;1800 arena, 57712 Honor Points
2372;1800 arena, 96187 Honor Points
2373;1950 arena, 111492 Honor Points
2374;51300 Honor Points
2375;2050 arena, 55575 Honor Points
2376;4 Borean Leather (id=33568)
2377;1800 arena, 256500 Honor Points
2378;1800 arena, 215460 Honor Points
2379;76950 Honor Points
2380;68400 Honor Points
2381;1800 arena, 179550 Honor Points
2382;1800 arena, 76950 Honor Points
2383;1800 arena, 128250 Honor Points
2384;1950 arena, 98325 Honor Points
2385;1800 arena, 215460 Honor Points
2386;1800 arena, 256500 Honor Points
2387;76950 Honor Points
2388;2500 Honor Points
2389;1800 arena, 179550 Honor Points
2390;1800 arena, 76950 Honor Points
2391;1800 arena, 128250 Honor Points
2392;1950 arena, 102600 Honor Points
2393;2050 arena, 55575 Honor Points
2394;60000 Honor Points
2395;60000 Honor Points
2396;36000 Honor Points
2397;200 Brewfest Prize Token (id=37829)
2398;2 Brewfest Prize Token (id=37829)
2399;20 Brewfest Prize Token (id=37829)
2400;1700 arena, 14000 Honor Points
2401;1575 arena, 9000 Honor Points
2402;1650 arena, 9000 Honor Points
2403;14000 Honor Points
2404;10000 Honor Points
2405;159285 Honor Points
2406;261904 Honor Points
2407;500 Ethereal Credit (id=38186)
2408;100 Ethereal Credit (id=38186)
2409;250 Ethereal Credit (id=38186)
2410;1000 Ethereal Credit (id=38186)
2411;50 Ethereal Credit (id=38186)
2412;25 Ethereal Credit (id=38186)
2413;1 Winterfin Clam (id=34597)
2414;50 Winterfin Clam (id=34597)
2415;30 Winterfin Clam (id=34597)
2416;5 Winterfin Clam (id=34597)
2417;20 Winterfin Clam (id=34597)
2418;100 Winterfin Clam (id=34597)
2419;60 Winterfin Clam (id=34597)
2420;9000 Honor Points
2421;21000 Honor Points
2422;15000 Honor Points
2423;68400 Honor Points
2424;5 Brewfest Prize Token (id=37829)
2425;5000 Honor Points
2426;10000 Honor Points
2427;14000 Honor Points
2428;9000 Honor Points
2429;3 Dalaran Jewelcrafter's Token
2430;5 Dalaran Jewelcrafter's Token
2431;21375 Honor Points
2432;34200 Honor Points
2433;1 Dalaran Jewelcrafter's Token
2434;2 Dalaran Jewelcrafter's Token
2435;1488 Honor Points
2436;4 Dalaran Jewelcrafter's Token
2437;100 Oshu'gun Relic (id=25634)
2438;459850 Honor Points
2439;382495 Honor Points
2440;229925 Honor Points
2441;137100 Honor Points
2442;320612 Honor Points
2443;137100 Honor Points
2444;121629 Honor Points
2445;183512 Honor Points
2446;413333 Honor Points
2447;263333 Honor Points
2448;316666 Honor Points
2449;1705 arena, 519700 Honor Points
2450;1705 arena, 431658 Honor Points
2451;1675 arena, 259850 Honor Points
2452;1615 arena, 154200 Honor Points
2453;1735 arena, 259850 Honor Points
2454;1645 arena, 259850 Honor Points
2455;1705 arena, 361225 Honor Points
2456;1705 arena, 154200 Honor Points
2457;1705 arena, 136591 Honor Points
2458;1705 arena, 259850 Honor Points
2459;1775 arena, 207000 Honor Points
2460;1930 arena, 384750 Honor Points
2461;1930 arena, 320625 Honor Points
2462;1870 arena, 192375 Honor Points
2463;1750 arena, 115425 Honor Points
2464;1990 arena, 192375 Honor Points
2465;1810 arena, 192375 Honor Points
2466;1930 arena, 269325 Honor Points
2467;1930 arena, 115425 Honor Points
2468;1930 arena, 102600 Honor Points
2469;1930 arena, 192375 Honor Points
2470;2050 arena, 149625 Honor Points
2471;1630 arena, 516666 Honor Points
2472;1720 arena, 516666 Honor Points
2473;1660 arena, 328333 Honor Points
2474;1750 arena, 395000 Honor Points
2475;1600 arena, 395000 Honor Points
2476;1690 arena, 395000 Honor Points
2477;1800 arena, 516666 Honor Points
2478;3 Dalaran Cooking Award
2479;5 Dalaran Cooking Award
2480;1 Dalaran Cooking Award
2481;1900 Honor Points
2482;3800 Honor Points
2483;200 Honor Points
2484;11000 Justice Points
2485;1 Chestguard of the Lost Vanquisher (id=40612)
2486;1 Gloves of the Lost Vanquisher (id=40615)
2487;1 Helm of the Lost Vanquisher (id=40618)
2488;1 Leggings of the Lost Vanquisher (id=40621)
2489;1 Spaulders of the Lost Vanquisher (id=40624)
2490;1 Helm of the Lost Conqueror (id=40616)
2491;1 Chestguard of the Lost Conqueror (id=40610)
2492;1 Leggings of the Lost Conqueror (id=40619)
2493;1 Spaulders of the Lost Conqueror (id=40622)
2494;1 Gloves of the Lost Conqueror (id=40613)
2495;1 Chestguard of the Lost Protector (id=40611)
2496;1 Gloves of the Lost Protector (id=40614)
2497;1 Helm of the Lost Protector (id=40617)
2498;1 Leggings of the Lost Protector (id=40620)
2499;1 Spaulders of the Lost Protector (id=40623)
2500;10 Relic of Ulduar (id=42780)
2501;2 Relic of Ulduar (id=42780)
2502;250 Relic of Ulduar (id=42780)
2503;1 Gauntlets of the Lost Conqueror (id=40628)
2504;1 Breastplate of the Lost Conqueror (id=40625)
2505;1 Crown of the Lost Conqueror (id=40631)
2506;1 Legplates of the Lost Conqueror (id=40634)
2507;1 Mantle of the Lost Conqueror (id=40637)
2508;1 Breastplate of the Lost Protector (id=40626)
2509;1 Crown of the Lost Protector (id=40632)
2510;1 Gauntlets of the Lost Protector (id=40629)
2511;1 Legplates of the Lost Protector (id=40635)
2512;1 Mantle of the Lost Protector (id=40638)
2513;1 Breastplate of the Lost Vanquisher (id=40627)
2514;1 Crown of the Lost Vanquisher (id=40633)
2515;1 Gauntlets of the Lost Vanquisher (id=40630)
2516;1 Legplates of the Lost Vanquisher (id=40636)
2517;1 Mantle of the Lost Vanquisher (id=40639)
2518;15 Necrotic Rune (id=22484)
2519;20 Necrotic Rune (id=22484)
2520;8 Necrotic Rune (id=22484)
2521;30 Necrotic Rune (id=22484)
2522;40 Necrotic Rune (id=22484)
2523;29000 Justice Points
2524;34800 Justice Points
2525;17400 Justice Points
2526;34800 Justice Points
2527;81500 Justice Points
2528;55000 Justice Points
2529;34800 Justice Points
2530;108700 Justice Points
2531;34800 Justice Points
2532;55000 Justice Points
2533;55000 Justice Points
2534;20800 Justice Points
2535;34700 Justice Points
2536;41700 Justice Points
2537;75000 Justice Points
2538;66000 Justice Points
2539;66000 Justice Points
2540;41700 Justice Points
2541;10 Dalaran Cooking Award
2542;217500 Honor Points
2543;350000 Honor Points
2544;272500 Honor Points
2545;16500 Honor Points
2546;5000 Honor Points
2547;2400 Honor Points
2548;16000 Honor Points
2549;6500 Honor Points
2550;217500 Justice Points
2551;350000 Justice Points
2552;100000 Honor Points
2553;4 Dream Shard (id=34052)
2554;10 Dream Shard (id=34052)
2555;3 Heavy Borean Leather (id=38425)
2556;2 Arctic Fur (id=44128)
2557;41666 Honor Points
2558;6 Dalaran Jewelcrafter's Token
2559;826666 Honor Points
2560;526666 Honor Points
2561;633333 Honor Points
2562;1630 arena, 1033333 Honor Points
2563;1720 arena, 1033333 Honor Points
2564;1660 arena, 656666 Honor Points
2565;1750 arena, 790000 Honor Points
2566;1600 arena, 790000 Honor Points
2567;1690 arena, 790000 Honor Points
2568;1800 arena, 1033333 Honor Points
2569;1000000 Honor Points
2570;200000 Honor Points
2571;10 Noblegarden Chocolate (id=44791)
2572;25 Noblegarden Chocolate (id=44791)
2573;50 Noblegarden Chocolate (id=44791)
2574;100 Noblegarden Chocolate (id=44791)
2575;5 Noblegarden Chocolate (id=44791)
2576;17172 Honor Points
2577;28000 Honor Points
2578;28000 Honor Points
2579;49000 Honor Points
2580;1 Coin of Ancestry (id=21100)
2581;5 Coin of Ancestry (id=21100)
2582;1 Blackfallow Ink (id=61978)
2583;10 Blackfallow Ink (id=61978)
2584;5 Abyss Crystal (id=34057)
2585;2 Winterfin Clam (id=34597)
2586;2 Winterfin Clam (id=34597)
2587;10 Winterfin Clam (id=34597)
2588;16500 Honor Points
2589;1200 Justice Points
2590;4700 Justice Points, 19000 Honor Points
2591;1 Band of the Kirin Tor (id=40586)
2592;1 Band of the Kirin Tor (id=40586)
2593;1 Loop of the Kirin Tor (id=44934)
2594;1 Ring of the Kirin Tor (id=44935)
2595;1 Signet of the Kirin Tor (id=40585)
2596;8550 Honor Points
2597;15 Champion's Seal
2598;50 Champion's Seal
2599;40 Champion's Seal
2600;100 Champion's Seal
2601;25 Champion's Seal
2602;10 Champion's Seal
2603;150 Champion's Seal
2604;18600 Justice Points
2605;506666 Honor Points
2606;24300 Justice Points
2607;48700 Justice Points
2608;700 arena, 55500 Honor Points
2609;800 arena, 154200 Honor Points
2610;900 arena, 259850 Honor Points
2611;1000 arena, 259850 Honor Points
2612;1100 arena, 259850 Honor Points
2613;1350 arena, 207000 Honor Points
2614;1400 arena, 656666 Honor Points
2615;1450 arena, 1033333 Honor Points
2616;1500 arena, 1033333 Honor Points
2617;1550 arena, 790000 Honor Points
2618;1650 arena, 790000 Honor Points
2619;2000 arena, 790000 Honor Points
2620;77000 Justice Points
2621;1600 arena, 111150 Honor Points
2622;1750 arena, 183825 Honor Points
2623;1850 arena, 953033 Honor Points
2624;1850 arena, 685933 Honor Points
2625;1850 arena, 685933 Honor Points
2626;1850 arena, 344050 Honor Points
2627;1850 arena, 91143 Honor Points
2628;1850 arena, 166725 Honor Points
2629;1900 arena, 183825 Honor Points
2630;77000 Justice Points
2631;48700 Justice Points
2632;2350 arena, 363375 Honor Points
2633;2350 arena, 306517 Honor Points
2634;2350 arena, 256500 Honor Points
2635;2350 arena, 106447 Honor Points
2636;2350 arena, 42750 Honor Points
2637;2100 Justice Points
2638;18800 Justice Points
2639;1 Champion's Writ (id=46114)
2640;1 Gloves of the Wayward Conqueror (id=45644)
2641;1 Gauntlets of the Wayward Conqueror (id=45641)
2642;1 Spaulders of the Wayward Conqueror (id=45659)
2643;1 Mantle of the Wayward Conqueror (id=45656)
2644;1 Leggings of the Wayward Conqueror (id=45650)
2645;1 Legplates of the Wayward Conqueror (id=45653)
2646;1 Chestguard of the Wayward Conqueror (id=45635)
2647;1 Breastplate of the Wayward Conqueror (id=45632)
2648;1 Helm of the Wayward Conqueror (id=45647)
2649;1 Crown of the Wayward Conqueror (id=45638)
2650;1 Gloves of the Wayward Protector (id=45645)
2651;1 Gauntlets of the Wayward Protector (id=45642)
2652;1 Spaulders of the Wayward Protector (id=45660)
2653;1 Mantle of the Wayward Protector (id=45657)
2654;1 Leggings of the Wayward Protector (id=45651)
2655;1 Legplates of the Wayward Protector (id=45654)
2656;1 Chestguard of the Wayward Protector (id=45636)
2657;1 Breastplate of the Wayward Protector (id=45633)
2658;1 Helm of the Wayward Protector (id=45648)
2659;1 Crown of the Wayward Protector (id=45639)
2660;1 Gloves of the Wayward Vanquisher (id=45646)
2661;1 Gauntlets of the Wayward Vanquisher (id=45643)
2662;1 Spaulders of the Wayward Vanquisher (id=45661)
2663;1 Mantle of the Wayward Vanquisher (id=45658)
2664;1 Leggings of the Wayward Vanquisher (id=45652)
2665;1 Legplates of the Wayward Vanquisher (id=45655)
2666;1 Chestguard of the Wayward Vanquisher (id=45637)
2667;1 Breastplate of the Wayward Vanquisher (id=45634)
2668;1 Helm of the Wayward Vanquisher (id=45649)
2669;1 Crown of the Wayward Vanquisher (id=45640)
2670;100 Dalaran Cooking Award
2671;5 Champion's Seal
2673;60 Champion's Seal
2674;95 Champion's Seal
2675;75 Champion's Seal
2676;1850 arena, 171000 Honor Points
2677;1850 arena, 171000 Honor Points
2678;1850 arena, 171000 Honor Points
2679;1 Regalia of the Grand Conqueror (id=47557)
2680;1 Regalia of the Grand Protector (id=47558)
2681;1 Regalia of the Grand Vanquisher (id=47559)
2682;29500 Justice Points
2683;1 Trophy of the Crusade (id=47242), 119600 Justice Points
2684;1 Trophy of the Crusade (id=47242), 71700 Justice Points
2685;49200 Justice Points
2686;59100 Justice Points
2687;47800 Justice Points
2688;1600 arena, 183825 Honor Points
2689;1400 arena, 111150 Honor Points
2690;1900 arena, 183825 Honor Points
2691;1550 arena, 183825 Honor Points
2692;2000 arena, 149625 Honor Points
2693;1800 arena, 953033 Honor Points
2694;2200 arena, 363375 Honor Points
2695;1800 arena, 685933 Honor Points
2696;2200 arena, 306517 Honor Points
2697;2200 arena, 256500 Honor Points
2698;1800 arena, 344050 Honor Points
2699;2200 arena, 106447 Honor Points
2700;1800 arena, 98325 Honor Points
2701;1800 arena, 25650 Honor Points
2702;1 Inscribed Band of the Kirin Tor (id=45688)
2703;1 Inscribed Loop of the Kirin Tor (id=45689)
2704;1 Inscribed Ring of the Kirin Tor (id=45690)
2705;1 Inscribed Signet of the Kirin Tor (id=45691)
2706;22000 Justice Points
2707;1600 Justice Points
2708;93500 Justice Points
2709;59100 Justice Points
2710;10 Titanium Powder (id=46849)
2711;154700 Justice Points
2712;1250 arena, 1033333 Honor Points
2713;1300 arena, 1033333 Honor Points
2714;1200 arena, 656666 Honor Points
2715;1750 arena, 790000 Honor Points
2716;1450 arena, 790000 Honor Points
2717;1500 arena, 790000 Honor Points
2718;1650 arena, 1033333 Honor Points
2719;1850 arena, 94050 Honor Points
2720;1800 arena, 25650 Honor Points
2721;1850 arena, 94050 Honor Points
2722;2350 arena, 42750 Honor Points
2723;22600 Justice Points
2724;10 Heavy Borean Leather (id=38425)
2725;1 Love Token (id=49927)
2726;10 Love Token (id=49927)
2727;5 Love Token (id=49927)
2728;2 Love Token (id=49927)
2729;40 Love Token (id=49927)
2730;1 Lovely Charm Bracelet (id=49916)
2731;1 Primordial Saronite (id=49908)
2732;30 Love Token (id=49927)
2733;20 Love Token (id=49927)
2734;1600 Justice Points
2735;1 Etched Signet of the Kirin Tor (id=48957)
2736;1 Etched Ring of the Kirin Tor (id=48956)
2737;1 Etched Loop of the Kirin Tor (id=48955)
2738;1 Etched Band of the Kirin Tor (id=48954)
2739;34700 Justice Points
2740;69500 Justice Points
2741;57900 Justice Points
2742;110000 Justice Points
2743;1100 Justice Points
2744;26600 Justice Points
2745;1 Vanquisher's Mark of Sanctification (id=52025), 1 Bloodmage Shoulderpads (id=50279)
2746;1 Vanquisher's Mark of Sanctification (id=52025), 1 Bloodmage Robe (id=50278)
2747;1 Vanquisher's Mark of Sanctification (id=52025), 1 Bloodmage Leggings (id=50277)
2748;1 Vanquisher's Mark of Sanctification (id=52025), 1 Bloodmage Hood (id=50276)
2749;1 Vanquisher's Mark of Sanctification (id=52025), 1 Bloodmage Gloves (id=50275)
2750;1 Vanquisher's Mark of Sanctification (id=52028), 1 Sanctified Bloodmage Gloves (id=51159)
2751;1 Vanquisher's Mark of Sanctification (id=52028), 1 Sanctified Bloodmage Hood (id=51158)
2752;1 Vanquisher's Mark of Sanctification (id=52028), 1 Sanctified Bloodmage Leggings (id=51157)
2753;1 Vanquisher's Mark of Sanctification (id=52028), 1 Sanctified Bloodmage Robe (id=51156)
2754;1 Vanquisher's Mark of Sanctification (id=52028), 1 Sanctified Bloodmage Shoulderpads (id=51155)
2755;1 Vanquisher's Mark of Sanctification (id=52025), 1 Shadowblade Pauldrons (id=50105)
2756;1 Vanquisher's Mark of Sanctification (id=52025), 1 Shadowblade Legplates (id=50090)
2757;1 Vanquisher's Mark of Sanctification (id=52025), 1 Shadowblade Helmet (id=50089)
